"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
29.10.2020;Ингушетия;488043;7225;5741;95;1;61;45
14.09.2020;Воронежская обл.;2333768;15639;14617;138;0;111;46
06.07.2020;Мурманская обл.;753557;6038;3704;21;0;135;0
22.06.2020;Владимирская обл.;1378337;3954;2247;52;1;51;41
08.09.2020;Удмуртия;1513044;3543;2824;51;2;52;36
22.03.2020;Новгородская обл.;606476;1;0;0;0;1;0
07.05.2020;Белгородская обл.;1549876;574;91;6;1;34;20
11.06.2020;Башкортостан;4063293;4273;1741;18;0;79;101
14.04.2021;Рязанская обл.;1121474;27025;25220;410;4;51;71
26.12.2020;Ярославская обл.;1265684;21344;20020;170;4;187;185
14.08.2020;Ставропольский край;2800674;9829;6720;189;3;130;59
15.09.2020;Алтай;218063;2584;2128;12;1;21;27
21.02.2021;Севастополь;436670;11504;10372;472;3;68;79
09.04.2020;Кабардино-Балкария;865828;23;1;0;0;0;0
24.01.2021;Псковская обл.;636546;28473;16349;121;1;181;36
13.09.2020;Мордовия;805056;5870;4736;39;0;32;65
30.03.2020;Ненецкий АО;43997;0;0;0;0;0;0
15.06.2020;Омская обл.;1960081;2340;1226;23;0;93;8
01.05.2021;Курганская обл.;845537;20399;18997;398;3;36;37
30.03.2020;Калмыкия;275413;1;0;0;0;1;0
19.04.2020;Курская обл.;1115237;196;8;2;0;26;0
07.07.2020;Красноярский край;2876497;9848;5421;172;8;132;278
15.07.2020;Нижегородская обл.;3234752;20763;15022;312;7;229;380
15.04.2021;Томская обл.;1078280;31758;30816;377;0;24;47
25.10.2020;Хакасия;537513;6153;4850;57;0;119;1
15.10.2020;Санкт-Петербург;5351935;49926;32528;3351;46;638;319
06.03.2021;Ненецкий АО;43997;1042;951;3;0;6;6
17.10.2020;Свердловская обл.;4325256;32420;24231;685;7;227;278
23.04.2020;Иркутская обл.;2404195;75;21;3;0;0;8
13.09.2020;Орловская обл.;747247;7675;6110;115;0;51;12
11.06.2020;Карелия;622484;685;260;2;0;9;15
01.07.2020;Тульская обл.;1491855;6762;5653;111;4;76;151
06.04.2020;Приморский край;1913037;7;2;1;0;0;0
17.08.2020;Забайкальский край;1072806;4313;4000;51;0;12;0
05.04.2020;Ингушетия;488043;1;0;0;0;0;0
18.02.2021;Чукотский АО;49348;675;621;4;0;3;4
12.01.2021;Ростовская обл.;4220452;56349;46466;2242;26;394;473
27.10.2020;Московская обл.;7503385;84743;63067;1563;14;496;370
11.08.2020;Алтайский край;2350080;10185;8362;95;4;91;162
06.12.2020;Брянская обл.;1210982;18226;15929;149;4;176;291
19.03.2021;Новгородская обл.;606476;28184;24999;117;0;48;62
13.01.2021;Архангельская обл.;1111031;46678;37786;455;1;239;271
29.04.2020;Смоленская обл.;949348;403;26;3;0;34;0
23.04.2021;Астраханская обл.;1017514;32362;30902;718;2;63;74
29.05.2020;Новосибирская обл.;2788849;2596;1017;31;0;103;62
17.10.2020;Северная Осетия;701765;6463;4993;70;0;43;17
25.09.2020;Ставропольский край;2800674;15345;10836;305;3;146;143
30.07.2020;Саратовская обл.;2462950;9308;5547;58;1;99;78
10.07.2020;Амурская обл.;798424;2019;1091;23;1;44;42
04.03.2021;Приморский край;1913037;40692;35874;638;2;82;115
03.04.2021;Брянская обл.;1210982;35918;35069;289;3;90;86
15.10.2020;Камчатский край;315557;4979;3413;70;0;42;9
15.12.2020;Хакасия;537513;14768;11621;171;0;178;589
21.09.2020;Калужская обл.;1012156;8759;7376;72;0;45;8
14.03.2020;Крым;1913731;0;0;0;0;0;0
07.05.2020;Чукотский АО;49348;27;8;0;0;1;6
24.12.2020;Ярославская обл.;1265684;20967;19642;164;5;193;189
09.05.2020;Белгородская обл.;1549876;659;183;6;0;46;65
28.09.2020;Мордовия;805056;6361;5285;41;0;37;18
20.03.2020;Новгородская обл.;606476;0;0;0;0;0;0
12.09.2020;Воронежская обл.;2333768;15418;14533;138;0;115;126
08.07.2020;Мурманская обл.;753557;6359;3785;21;0;163;50
20.06.2020;Владимирская обл.;1378337;3850;2169;50;1;55;105
17.04.2020;Пензенская обл.;1331655;119;4;2;0;12;0
13.06.2020;Псковская обл.;636546;1635;507;19;3;100;1
14.09.2020;Самарская обл.;3193514;9944;7725;144;0;120;7
15.03.2021;Кабардино-Балкария;865828;21962;20671;391;2;58;60
17.04.2021;Хабаровский край;1328302;51347;49079;367;0;31;41
08.05.2020;Севастополь;436670;118;18;2;0;8;2
18.10.2020;Волгоградская обл.;2521276;17811;15261;175;0;175;21
14.11.2020;Сахалинская обл.;490181;9320;6262;4;0;115;77
26.08.2020;Костромская обл.;643324;3355;2313;39;1;30;46
02.12.2020;Томская обл.;1078280;18846;13916;171;0;205;247
08.11.2020;Ненецкий АО;43997;521;194;0;0;8;3
26.01.2021;Омская обл.;1960081;36321;33081;1064;5;158;210
26.05.2020;Ленинградская обл.;1813816;2553;1115;11;2;58;89
20.02.2021;Челябинская обл.;3493036;49091;42792;950;8;233;298
14.06.2020;Ульяновская обл.;1246618;3902;1287;20;2;119;20
22.01.2021;Тамбовская обл.;1033552;21148;19322;244;3;158;45
09.11.2020;Ивановская обл.;1014646;12629;9031;185;1;138;56
07.08.2020;Кировская обл.;1283238;5153;4527;76;0;58;10
31.01.2021;Курская обл.;1115237;26283;23105;370;1;178;112
27.04.2020;Карелия;622484;56;5;0;0;12;0
04.02.2021;Иркутская обл.;2404195;49712;44709;1600;9;263;394
15.08.2020;Забайкальский край;1072806;4287;4000;50;0;13;21
04.04.2020;Приморский край;1913037;7;2;1;1;0;0
02.08.2020;Дагестан;3063885;9350;8338;445;0;42;50
27.11.2020;Рязанская обл.;1121474;13708;11075;87;2;121;247
18.09.2020;Бурятия;984511;6088;5182;62;0;60;28
01.05.2020;Липецкая обл.;1150201;446;89;2;0;31;5
30.06.2020;Адыгея;453376;1898;1302;14;2;51;11
25.04.2021;Астраханская обл.;1017514;32490;30983;722;2;66;20
27.05.2020;Новосибирская обл.;2788849;2397;902;31;1;97;10
22.02.2021;Тюменская обл.;1498779;30792;28956;273;0;90;82
01.05.2020;Смоленская обл.;949348;455;27;3;0;26;1
21.03.2021;Новгородская обл.;606476;28273;25130;117;0;43;64
09.12.2020;Калмыкия;275413;12498;10367;166;0;94;95
15.01.2021;Архангельская обл.;1111031;47173;38544;455;0;258;381
25.10.2020;Московская обл.;7503385;83748;62375;1541;9;491;318
22.01.2021;Башкортостан;4063293;22738;17230;172;3;168;41
15.10.2020;Саха (Якутия);964330;10986;7617;106;0;130;53
10.01.2021;Ростовская обл.;4220452;55565;45653;2208;9;389;311
19.12.2020;Ингушетия;488043;11078;9311;123;0;87;49
11.04.2020;Кабардино-Балкария;865828;30;2;0;0;3;0
25.09.2020;Удмуртия;1513044;4739;3545;65;0;81;37
24.02.2021;Карелия;622484;40328;36100;295;3;150;164
19.10.2020;Свердловская обл.;4325256;32912;24816;699;7;249;299
24.08.2020;ХМАО – Югра;1655074;19152;17595;158;1;76;118
27.08.2020;Еврейская АО;162014;605;550;9;0;3;16
13.10.2020;Санкт-Петербург;5351935;48686;31909;3275;34;557;278
20.04.2021;Пермский край;2623122;53426;48174;2089;4;102;105
13.07.2020;Нижегородская обл.;3234752;20341;14274;299;6;212;90
16.08.2020;Марий Эл;682333;4012;3533;36;0;17;0
02.03.2021;Чувашия;1231117;21502;19679;1045;5;50;36
07.07.2020;Москва;12506468;226174;159718;3999;24;629;2066
05.07.2020;Красноярский край;2876497;9585;5017;164;0;133;97
01.09.2020;Ульяновская обл.;1246618;12164;9832;101;0;92;323
16.09.2020;Ленинградская обл.;1813816;7378;5282;91;1;39;29
02.02.2021;Иркутская обл.;2404195;49188;43957;1582;9;257;277
15.08.2020;Курганская обл.;845537;2601;2241;14;1;23;41
03.06.2020;Ставропольский край;2800674;2733;1265;50;3;80;91
16.07.2020;Татарстан;3894284;5126;4041;17;1;33;62
08.06.2020;Костромская обл.;643324;926;489;12;0;25;4
02.12.2020;Краснодарский край;5603420;22419;15266;614;8;167;111
29.01.2021;Курская обл.;1115237;25928;22818;364;3;179;172
24.04.2020;Волгоградская обл.;2521276;186;32;3;1;21;1
09.08.2020;Кировская обл.;1283238;5261;4539;79;1;48;0
06.11.2020;Ненецкий АО;43997;507;184;0;0;7;0
28.01.2021;Омская обл.;1960081;36650;33474;1072;3;166;195
30.11.2020;Томская обл.;1078280;18443;13441;165;0;193;244
23.05.2020;Тыва;321722;576;57;1;0;46;1
06.05.2020;Севастополь;436670;104;15;2;0;6;0
29.12.2020;Оренбургская обл.;1977720;28379;24842;334;6;180;173
10.12.2020;Кемеровская обл.;2694877;22522;19150;415;3;172;205
25.03.2021;Красноярский край;2876497;66038;61120;3095;13;128;117
31.03.2021;Карачаево-Черкессия;466305;19680;18785;71;0;16;79
11.06.2020;Псковская обл.;636546;1425;486;12;0;59;11
12.09.2020;Самарская обл.;3193514;9713;7680;142;0;106;65
02.04.2021;Нижегородская обл.;3234752;108019;102200;2863;9;277;318
03.01.2021;Калининградская обл.;994599;18437;16540;179;1;216;180
23.04.2020;Камчатский край;315557;78;5;0;0;15;1
09.05.2020;Чукотский АО;49348;28;11;0;0;1;3
25.04.2020;Северная Осетия;701765;305;35;2;0;30;17
19.09.2020;Калужская обл.;1012156;8672;7367;72;1;50;30
09.10.2020;Пензенская обл.;1331655;11767;9520;138;1;107;67
31.03.2020;Владимирская обл.;1378337;2;0;1;1;0;0
07.08.2020;Астраханская обл.;1017514;4831;3913;51;1;39;55
09.11.2020;Карачаево-Черкессия;466305;10381;6222;34;0;90;57
17.03.2020;Мурманская обл.;753557;0;0;0;0;0;0
22.05.2020;Воронежская обл.;2333768;1362;918;13;0;55;81
26.03.2021;Хакасия;537513;21769;21026;501;2;18;8
12.07.2020;Амурская обл.;798424;2097;1127;23;0;40;8
05.04.2021;Брянская обл.;1210982;36098;35240;289;0;89;87
09.07.2020;Новгородская обл.;606476;3256;1188;32;4;39;88
18.02.2021;Магаданская обл.;144091;8080;7735;94;0;8;17
29.09.2020;Белгородская обл.;1549876;8798;7940;58;0;63;87
30.07.2020;Хабаровский край;1328302;7428;4603;58;1;116;130
29.06.2020;Кабардино-Балкария;865828;4958;3296;53;1;53;55
07.12.2020;Чувашия;1231117;13413;12355;325;2;118;38
22.04.2021;Пермский край;2623122;53631;48382;2102;8;102;107
29.08.2020;Еврейская АО;162014;615;550;9;0;6;0
18.11.2020;Ямало-Ненецкий АО;538547;23982;16381;210;7;195;98
22.08.2020;ХМАО – Югра;1655074;18999;17327;156;1;83;170
16.03.2020;Красноярский край;2876497;0;0;0;0;0;0
24.03.2020;Нижегородская обл.;3234752;7;0;0;0;0;0
30.03.2021;Ингушетия;488043;15111;13376;180;0;8;7
21.04.2020;Санкт-Петербург;5351935;1973;280;11;3;127;39
27.04.2020;Свердловская обл.;4325256;454;88;1;0;59;1
24.01.2021;Башкортостан;4063293;23074;17387;172;0;168;53
13.10.2020;Саха (Якутия);964330;10729;7514;106;1;122;53
17.04.2021;Саратовская обл.;2462950;57263;51815;891;5;140;126
24.06.2020;Приморский край;1913037;3811;2267;39;2;83;116
24.02.2021;Тюменская обл.;1498779;30969;29107;277;0;89;80
08.03.2021;Калмыкия;275413;19272;18341;302;0;28;49
03.02.2021;Вологодская обл.;1176689;33685;28830;641;9;280;278
29.04.2020;Липецкая обл.;1150201;384;67;2;0;28;2
01.05.2020;Чечня;1436981;504;231;7;0;19;104
29.11.2020;Рязанская обл.;1121474;13945;11569;89;0;118;225
23.10.2020;Смоленская обл.;949348;7963;6124;216;8;97;32
22.03.2021;Мурманская обл.;753557;48399;46722;1048;3;75;16
15.09.2020;Новосибирская обл.;2788849;12207;10934;398;1;59;59
08.03.2021;Владимирская обл.;1378337;28309;25463;913;5;86;102
20.04.2020;Санкт-Петербург;5351935;1846;241;8;0;86;2
23.03.2020;Нижегородская обл.;3234752;7;0;0;0;0;0
23.08.2020;Еврейская АО;162014;592;534;9;0;2;0
15.03.2020;Красноярский край;2876497;0;0;0;0;0;0
24.04.2021;Пермский край;2623122;53837;48636;2123;8;103;133
28.08.2020;ХМАО – Югра;1655074;19414;18107;163;1;64;112
26.04.2020;Свердловская обл.;4325256;395;87;1;0;58;5
13.05.2020;Удмуртия;1513044;395;166;12;0;0;15
19.11.2020;Ямало-Ненецкий АО;538547;24180;16484;217;7;198;103
27.04.2021;Татарстан;3894284;20344;17412;458;3;34;29
29.07.2020;Хабаровский край;1328302;7312;4473;57;2;120;112
30.06.2020;Кабардино-Балкария;865828;5010;3386;53;0;52;90
13.03.2020;Пермский край;2623122;1;0;0;0;1;0
28.08.2020;Тыва;321722;6747;6107;60;0;17;14
26.03.2020;Москва;12506468;546;15;2;0;136;1
26.01.2021;Башкортостан;4063293;23410;17591;177;2;168;197
11.10.2020;Саха (Якутия);964330;10487;7436;105;0;128;3
09.03.2021;Владимирская обл.;1378337;28390;25572;918;5;81;109
23.03.2021;Мурманская обл.;753557;48473;46741;1052;4;74;19
16.09.2020;Новосибирская обл.;2788849;12260;11016;401;3;53;82
09.12.2020;Тыва;321722;13257;12133;139;1;95;107
24.10.2020;Смоленская обл.;949348;8061;6170;218;2;98;46
17.08.2020;Хакасия;537513;3161;2840;37;0;17;6
26.02.2021;Тюменская обл.;1498779;31137;29274;284;2;85;82
20.05.2020;Бурятия;984511;1015;403;6;0;42;19
02.04.2020;Адыгея;453376;5;0;0;0;1;0
18.04.2021;Саратовская обл.;2462950;57400;51942;894;3;137;127
27.04.2020;Липецкая обл.;1150201;330;65;2;0;24;1
01.12.2020;Рязанская обл.;1121474;14178;11874;90;1;118;207
02.02.2021;Вологодская обл.;1176689;33405;28552;632;10;281;243
11.02.2021;Мордовия;805056;16813;14501;147;0;66;92
23.06.2020;Приморский край;1913037;3728;2151;37;1;85;49
19.04.2021;Карачаево-Черкессия;466305;19924;19812;73;0;11;11
31.01.2021;Иркутская обл.;2404195;48670;43584;1563;11;264;224
01.11.2020;Чечня;1436981;2656;2105;48;1;13;3
01.04.2021;Нижегородская обл.;3234752;107742;101882;2854;7;290;327
28.12.2020;Оренбургская обл.;1977720;28199;24669;328;5;176;158
24.03.2021;Красноярский край;2876497;65910;61003;3082;10;126;114
11.12.2020;Кемеровская обл.;2694877;22693;19369;418;3;171;219
21.08.2020;Ингушетия;488043;4140;3678;76;0;24;61
04.02.2021;Курская обл.;1115237;26974;23681;385;5;172;184
11.08.2020;Кировская обл.;1283238;5352;4558;81;1;41;15
08.02.2021;Удмуртия;1513044;26322;22989;536;3;96;112
14.08.2020;Курганская обл.;845537;2578;2200;13;1;20;23
11.10.2020;Карелия;622484;4613;3202;38;0;72;17
15.09.2020;Ленинградская обл.;1813816;7339;5253;90;3;38;25
04.11.2020;Ненецкий АО;43997;491;171;0;0;7;0
02.09.2020;Ульяновская обл.;1246618;12259;9952;110;9;95;120
22.01.2021;Омская обл.;1960081;35527;32201;1039;7;228;225
28.11.2020;Томская обл.;1078280;18053;12936;162;5;196;238
25.04.2020;Волгоградская обл.;2521276;212;34;5;2;26;2
15.05.2020;Ставропольский край;2800674;1308;462;26;3;60;54
04.05.2020;Севастополь;436670;91;11;2;0;2;1
14.12.2020;Марий Эл;682333;8298;7327;107;1;54;5
17.06.2020;Псковская обл.;636546;1996;534;19;0;95;9
10.09.2020;Самарская обл.;3193514;9500;7509;138;0;105;108
20.11.2020;Москва;12506468;539970;394252;8159;77;6902;5836
07.06.2020;Костромская обл.;643324;901;485;12;0;13;11
03.12.2020;Краснодарский край;5603420;22589;15407;620;6;170;141
19.02.2021;Магаданская обл.;144091;8089;7750;94;0;9;15
10.07.2020;Новгородская обл.;606476;3296;1254;39;7;40;66
18.03.2020;Мурманская обл.;753557;0;0;0;0;0;0
23.05.2020;Воронежская обл.;2333768;1419;982;14;1;57;64
01.04.2020;Владимирская обл.;1378337;3;0;1;0;1;0
06.08.2020;Астраханская обл.;1017514;4792;3858;50;0;41;55
10.10.2020;Пензенская обл.;1331655;11877;9597;139;1;110;77
30.11.2020;Дагестан;3063885;18987;17102;948;5;115;22
03.05.2020;Чукотский АО;49348;24;2;0;0;1;0
16.01.2021;Бурятия;984511;28162;25630;633;1;156;165
28.11.2020;Карачаево-Черкессия;466305;12041;8584;34;0;87;203
30.09.2020;Белгородская обл.;1549876;8864;7978;58;0;66;38
28.10.2020;Адыгея;453376;5561;4431;48;0;70;54
17.09.2020;Калужская обл.;1012156;8574;7323;71;0;40;46
05.10.2020;Чечня;1436981;2458;1913;41;1;7;5
22.04.2020;Камчатский край;315557;63;4;0;0;15;0
06.07.2020;Амурская обл.;798424;1889;937;16;0;29;10
26.07.2020;Калмыкия;275413;2495;1672;37;0;19;3
07.04.2021;Брянская обл.;1210982;36276;35401;290;0;88;74
14.05.2020;Мордовия;805056;1296;312;9;0;34;60
24.04.2020;Северная Осетия;701765;275;18;2;0;33;0
09.02.2021;Калининградская обл.;994599;25670;22978;225;2;170;173
26.10.2020;Московская обл.;7503385;84247;62697;1549;8;499;322
16.01.2021;Архангельская обл.;1111031;47446;38928;455;0;273;384
20.03.2021;Новгородская обл.;606476;28230;25066;117;0;46;67
30.04.2020;Смоленская обл.;949348;429;26;3;0;26;0
26.05.2020;Новосибирская обл.;2788849;2300;892;30;1;87;1
26.04.2021;Астраханская обл.;1017514;32554;30991;724;2;64;8
03.12.2020;Рязанская обл.;1121474;14418;12406;94;2;119;301
09.01.2021;Ростовская обл.;4220452;55176;45342;2199;19;395;347
25.04.2020;Липецкая обл.;1150201;284;64;2;0;21;2
17.03.2021;Чечня;1436981;11496;11115;115;1;14;18
03.01.2021;Коми;840873;31109;29085;582;3;253;289
05.04.2020;Приморский край;1913037;7;2;1;0;0;0
18.08.2020;Крым;1913731;1784;1245;23;2;24;46
28.02.2021;Тюменская обл.;1498779;31307;29441;289;2;84;84
14.08.2020;Забайкальский край;1072806;4274;3979;50;1;14;23
28.01.2021;Башкортостан;4063293;23745;17924;180;2;168;161
09.10.2020;Саха (Якутия);964330;10249;7381;105;0;107;53
04.01.2021;Алтай;218063;13990;13182;108;3;12;25
20.01.2021;Крым;1913731;30205;24282;671;9;251;404
20.10.2020;Свердловская обл.;4325256;33170;25189;708;9;258;373
13.11.2020;Татарстан;3894284;9111;8028;119;2;67;49
06.07.2020;Красноярский край;2876497;9716;5143;164;0;131;126
14.07.2020;Нижегородская обл.;3234752;20534;14642;305;6;193;368
14.10.2020;Санкт-Петербург;5351935;49288;32209;3305;30;602;300
02.08.2020;Алтай;218063;1606;1171;7;0;27;12
26.08.2020;ХМАО – Югра;1655074;19285;17888;161;1;64;139
26.04.2021;Пермский край;2623122;54040;48804;2135;7;101;81
25.08.2020;Еврейская АО;162014;598;534;9;0;4;0
10.04.2020;Кабардино-Балкария;865828;27;2;0;0;4;1
03.08.2020;Коми;840873;5447;4137;58;0;51;0
08.05.2020;Белгородская обл.;1549876;613;118;6;0;39;27
25.12.2020;Ярославская обл.;1265684;21157;19835;166;2;190;193
16.04.2020;Пензенская обл.;1331655;107;4;2;0;7;0
19.06.2020;Владимирская обл.;1378337;3795;2064;49;1;56;91
08.07.2020;Амурская обл.;798424;1944;1002;20;4;27;24
11.09.2020;Воронежская обл.;2333768;15303;14407;138;3;111;124
07.07.2020;Мурманская обл.;753557;6196;3735;21;0;158;31
09.04.2021;Брянская обл.;1210982;36449;35596;293;0;87;83
19.03.2020;Новгородская обл.;606476;0;0;0;0;0;0
15.09.2020;Калужская обл.;1012156;8502;7246;71;0;30;16
17.03.2021;Дагестан;3063885;30450;28194;1370;0;36;35
05.05.2020;Чукотский АО;49348;25;2;0;0;1;0
29.07.2020;Саратовская обл.;2462950;9209;5469;57;1;98;100
18.10.2020;Северная Осетия;701765;6508;5006;70;0;45;13
11.04.2021;Адыгея;453376;14220;13638;168;0;11;19
06.09.2020;Ставропольский край;2800674;12754;8682;250;0;126;28
16.10.2020;Камчатский край;315557;5024;3425;70;0;45;12
05.03.2021;Приморский край;1913037;40773;35963;640;2;81;89
15.06.2020;Псковская обл.;636546;1838;522;19;0;98;5
08.09.2020;Самарская обл.;3193514;9294;7310;137;2;98;76
02.05.2020;Севастополь;436670;86;10;1;1;1;1
27.03.2021;Марий Эл;682333;12458;11599;200;0;23;32
08.04.2021;Тыва;321722;15773;15011;200;0;2;16
24.07.2020;Чувашия;1231117;6440;3485;51;1;42;31
26.11.2020;Томская обл.;1078280;17659;12431;157;3;205;244
20.04.2021;Москва;12506468;1068048;974229;17754;56;1996;1583
08.11.2020;Ивановская обл.;1014646;12491;8975;184;3;135;62
17.03.2020;Татарстан;3894284;1;0;0;0;1;0
02.11.2020;Ненецкий АО;43997;478;171;0;0;4;10
24.01.2021;Омская обл.;1960081;35964;32660;1052;6;218;228
27.08.2020;Костромская обл.;643324;3393;2352;40;1;38;39
13.08.2020;Кировская обл.;1283238;5463;4588;83;1;55;16
02.02.2021;Курская обл.;1115237;26632;23329;376;4;173;116
15.11.2020;Сахалинская обл.;490181;9429;6329;4;0;109;67
17.10.2020;Волгоградская обл.;2521276;17636;15240;175;3;173;123
14.03.2021;Кабардино-Балкария;865828;21904;20611;389;2;58;61
18.04.2021;Хабаровский край;1328302;51376;49122;367;0;29;43
21.01.2021;Тамбовская обл.;1033552;20990;19277;241;3;156;449
13.06.2020;Ульяновская обл.;1246618;3783;1267;18;0;150;12
27.05.2020;Ленинградская обл.;1813816;2609;1186;11;0;56;71
21.02.2021;Челябинская обл.;3493036;49322;43072;957;7;231;280
29.01.2021;Иркутская обл.;2404195;48140;43023;1540;8;265;259
03.04.2020;Севастополь;436670;5;0;0;0;0;0
14.03.2020;Псковская обл.;636546;0;0;0;0;0;0
08.08.2020;Самарская обл.;3193514;7174;5449;105;1;43;68
07.04.2020;Свердловская обл.;4325256;51;22;0;0;7;9
31.12.2020;Томская обл.;1078280;24418;20102;218;3;181;217
09.04.2020;Санкт-Петербург;5351935;373;43;4;2;44;11
09.02.2021;Ненецкий АО;43997;952;832;2;1;5;5
20.12.2020;Омская обл.;1960081;27416;24806;788;7;239;236
07.05.2020;Нижегородская обл.;3234752;3610;493;23;7;312;71
15.05.2020;Красноярский край;2876497;1590;500;16;1;48;42
01.11.2020;Курская обл.;1115237;11025;8193;100;1;127;41
26.03.2021;Севастополь;436670;13011;12063;558;1;34;25
26.05.2020;Крым;1913731;346;164;3;0;6;11
11.09.2020;Кировская обл.;1283238;7255;5300;104;2;65;19
23.04.2021;Псковская обл.;636546;35762;25789;320;5;59;171
02.02.2021;Ямало-Ненецкий АО;538547;35741;32065;381;2;61;197
12.09.2020;Хабаровский край;1328302;10854;8790;95;0;72;87
15.10.2020;Кабардино-Балкария;865828;8656;6829;110;1;82;38
28.10.2020;Иркутская обл.;2404195;23621;19731;394;10;223;133
04.03.2021;Волгоградская обл.;2521276;50065;47892;800;7;161;155
19.02.2021;Татарстан;3894284;17486;14095;310;3;59;103
29.03.2021;Чукотский АО;49348;729;689;5;0;1;0
17.04.2021;Воронежская обл.;2333768;78396;73319;2543;20;176;221
25.07.2020;Новосибирская обл.;2788849;8717;6727;196;6;101;112
21.06.2020;Смоленская обл.;949348;4208;1868;59;0;45;48
09.10.2020;Амурская обл.;798424;4664;4171;57;0;53;49
11.06.2020;Алтай;218063;212;111;0;0;8;2
17.08.2020;Калужская обл.;1012156;7654;6391;58;0;29;5
19.11.2020;Вологодская обл.;1176689;9491;8283;74;0;172;349
31.03.2020;Чукотский АО;49348;0;0;0;0;0;0
07.06.2020;Забайкальский край;1072806;1471;837;27;0;73;30
15.03.2021;Камчатский край;315557;13867;12709;166;5;18;38
18.10.2020;Приморский край;1913037;13328;11228;131;2;110;79
03.04.2021;Мордовия;805056;19162;17157;208;1;37;36
01.06.2020;Брянская обл.;1210982;3787;2321;31;0;102;104
12.06.2020;Коми;840873;1929;1019;28;0;125;59
05.03.2021;Северная Осетия;701765;15837;14470;157;0;25;47
10.04.2021;Удмуртия;1513044;31442;28028;776;2;74;74
25.12.2020;Оренбургская обл.;1977720;27667;24176;315;4;179;168
15.01.2021;Кемеровская обл.;2694877;27590;24789;495;1;112;127
17.03.2021;Санкт-Петербург;5351935;383361;332123;11773;30;927;997
03.03.2021;Свердловская обл.;4325256;78181;71181;2409;12;159;172
18.06.2020;Пермский край;2623122;2937;1931;54;3;65;37
04.04.2020;Волгоградская обл.;2521276;8;1;0;0;0;1
27.08.2020;Чувашия;1231117;7651;6313;68;0;32;30
28.07.2020;ХМАО – Югра;1655074;15817;11687;128;0;187;304
23.01.2021;Краснодарский край;5603420;32153;22624;1315;21;194;219
27.08.2020;Курганская обл.;845537;2891;2489;17;0;21;21
21.07.2020;Еврейская АО;162014;509;423;7;0;2;12
26.07.2020;Ленинградская обл.;1813816;5669;4451;56;0;43;0
12.08.2020;Ульяновская обл.;1246618;10346;7384;73;0;91;114
20.04.2020;Татарстан;3894284;230;25;0;0;39;0
01.04.2021;Бурятия;984511;36052;34445;787;2;46;53
15.07.2020;Белгородская обл.;1549876;5271;4687;42;0;44;91
02.11.2020;Магаданская обл.;144091;4431;3243;38;0;50;33
01.10.2020;Новгородская обл.;606476;5303;3785;86;0;51;30
08.08.2020;Калининградская обл.;994599;2987;2403;45;0;14;6
01.01.2021;Рязанская обл.;1121474;18296;16764;162;3;138;148
16.05.2020;Мурманская обл.;753557;2644;737;6;0;93;248
28.04.2020;Владимирская обл.;1378337;597;11;5;0;79;0
04.09.2020;Астраханская обл.;1017514;5844;5582;77;2;35;59
01.07.2020;Пензенская обл.;1331655;5045;4869;42;1;75;208
25.03.2020;Липецкая обл.;1150201;5;3;0;0;0;0
23.11.2020;Тюменская обл.;1498779;17096;11851;125;0;173;158
05.04.2020;Северная Осетия;701765;5;0;0;0;0;0
22.05.2020;Саратовская обл.;2462950;2223;639;16;1;84;71
24.12.2020;Башкортостан;4063293;17904;14060;129;1;163;132
20.10.2020;Карачаево-Черкессия;466305;8658;5161;30;0;84;23
08.07.2020;Саха (Якутия);964330;4598;3730;34;0;48;104
11.04.2020;Камчатский край;315557;10;0;0;0;5;0
03.03.2021;Липецкая обл.;1150201;24984;21528;442;3;105;164
13.12.2020;Ростовская обл.;4220452;44688;35888;1653;27;391;187
31.03.2021;Белгородская обл.;1549876;34282;32032;562;3;87;133
30.05.2020;Брянская обл.;1210982;3578;2109;31;0;105;103
26.02.2021;Московская обл.;7503385;212786;173674;4596;28;502;485
10.12.2020;Архангельская обл.;1111031;35184;25423;358;0;392;624
03.04.2020;Смоленская обл.;949348;1;0;0;0;0;0
13.03.2021;Пензенская обл.;1331655;40063;36276;469;4;118;126
02.04.2020;Чукотский АО;49348;0;0;0;0;0;0
05.11.2020;Мордовия;805056;8600;7191;52;0;70;48
15.08.2020;Калужская обл.;1012156;7598;6370;58;0;27;54
11.10.2020;Амурская обл.;798424;4776;4259;57;0;55;34
06.05.2020;Адыгея;453376;202;107;7;0;12;0
24.04.2020;Приморский край;1913037;220;23;2;0;35;10
20.09.2020;Хакасия;537513;3999;3387;47;0;36;21
27.08.2020;Забайкальский край;1072806;4493;4150;55;0;23;50
27.03.2021;Чукотский АО;49348;727;689;5;0;2;3
06.06.2020;Дагестан;3063885;5743;4537;298;10;156;17
05.10.2020;Красноярский край;2876497;20587;15577;561;2;120;14
26.10.2020;Иркутская обл.;2404195;23183;19292;375;7;211;123
27.09.2020;Нижегородская обл.;3234752;31891;27932;568;4;167;59
27.06.2020;Санкт-Петербург;5351935;23518;16211;1065;57;224;716
29.04.2020;Москва;12506468;50646;4610;546;67;2220;480
23.05.2020;Марий Эл;682333;1438;1069;8;0;41;46
25.06.2020;Свердловская обл.;4325256;11684;6496;82;3;192;246
25.04.2021;Псковская обл.;636546;35909;26207;326;2;78;217
