"Дата";"Регион";"Регион население";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
13.09.2020;Кировская обл.;1283238;7383;5315;108;2;62;1
30.10.2020;Курская обл.;1115237;10774;8089;93;4;122;87
28.03.2021;Севастополь;436670;13089;12131;560;1;41;30
23.04.2020;Кабардино-Балкария;865828;218;15;1;0;25;4
22.05.2020;Хабаровский край;1328302;1509;655;9;0;65;14
07.02.2021;Ненецкий АО;43997;946;822;1;0;2;7
22.12.2020;Омская обл.;1960081;27898;25279;803;8;240;237
13.04.2020;Удмуртия;1513044;13;3;0;0;0;0
29.12.2020;Томская обл.;1078280;24048;19670;215;0;193;217
12.03.2020;Псковская обл.;636546;0;0;0;0;0;0
06.08.2020;Самарская обл.;3193514;7089;5344;103;1;44;64
05.04.2021;Ленинградская обл.;1813816;40337;37731;983;16;95;59
01.04.2020;Севастополь;436670;5;0;0;0;0;0
20.04.2021;Ульяновская обл.;1246618;52577;49758;1106;7;84;121
05.03.2021;Липецкая обл.;1150201;25191;21878;450;3;104;233
22.10.2020;Владимирская обл.;1378337;8762;6374;246;0;87;42
07.03.2021;Смоленская обл.;949348;26720;25343;650;6;67;121
15.06.2020;Астраханская обл.;1017514;2794;1702;24;0;61;24
13.04.2020;Пензенская обл.;1331655;84;1;1;0;17;0
30.07.2020;Воронежская обл.;2333768;11065;8976;80;0;89;208
25.08.2020;Калмыкия;275413;3784;2534;48;0;9;39
06.04.2021;Новосибирская обл.;2788849;39246;36448;1658;6;79;97
08.10.2020;Мурманская обл.;753557;15885;13060;228;0;142;144
11.05.2020;Новгородская обл.;606476;514;108;5;0;17;6
26.12.2020;Башкортостан;4063293;18231;14431;132;1;165;269
06.07.2020;Саха (Якутия);964330;4504;3473;32;0;37;80
26.03.2020;Белгородская обл.;1549876;1;0;0;0;0;0
28.12.2020;Ярославская обл.;1265684;21726;20344;177;3;193;146
10.04.2020;Мордовия;805056;19;3;0;0;2;0
25.11.2020;Тюменская обл.;1498779;17438;12437;129;3;170;308
16.11.2020;Ставропольский край;2800674;24592;20470;481;0;213;298
23.03.2020;Липецкая обл.;1150201;3;3;0;0;0;0
03.01.2021;Рязанская обл.;1121474;18565;16941;168;3;134;98
29.06.2020;Камчатский край;315557;2145;870;28;0;52;54
03.02.2021;Адыгея;453376;13160;11300;122;1;38;50
17.12.2020;Бурятия;984511;22902;20770;524;4;208;187
12.09.2020;Саратовская обл.;2462950;13573;8846;85;0;101;99
23.06.2020;Северная Осетия;701765;3826;3386;66;0;28;16
30.12.2020;Дагестан;3063885;23303;19998;1112;6;156;139
06.03.2021;Ставропольский край;2800674;47984;44261;1112;6;135;184
09.07.2020;Карелия;622484;1623;779;3;0;42;52
23.07.2020;Еврейская АО;162014;512;437;7;0;1;9
26.02.2021;Москва;12506468;974914;893871;14966;45;1336;2423
15.03.2020;Калининградская обл.;994599;3;0;0;0;0;0
17.01.2021;Марий Эл;682333;10028;8704;138;0;48;45
26.07.2020;ХМАО – Югра;1655074;15442;11255;124;4;192;232
17.02.2021;Ивановская обл.;1014646;29393;26893;868;6;135;129
08.04.2020;Чечня;1436981;22;15;1;0;5;3
01.12.2020;Тамбовская обл.;1033552;13332;12155;88;13;126;301
04.11.2020;Челябинская обл.;3493036;19670;15481;165;1;172;127
16.06.2020;Пермский край;2623122;2805;1812;49;10;50;49
07.06.2020;Курганская обл.;845537;288;180;0;0;8;22
06.11.2020;Удмуртия;1513044;9659;8441;213;10;130;103
14.08.2020;Костромская обл.;643324;2792;1954;32;2;47;21
27.05.2020;Карачаево-Черкессия;466305;853;268;5;1;39;6
06.02.2021;Сахалинская обл.;490181;20148;17954;28;1;101;195
16.09.2020;Ингушетия;488043;4995;4323;78;1;46;28
24.06.2020;Волгоградская обл.;2521276;5724;2612;34;0;102;158
07.03.2021;Липецкая обл.;1150201;25393;22037;453;0;100;35
30.06.2020;Камчатский край;315557;2190;946;28;0;45;76
20.12.2020;Башкортостан;4063293;17260;13708;122;2;159;25
12.07.2020;Саха (Якутия);964330;4799;4115;35;0;42;46
24.06.2020;Северная Осетия;701765;3854;3412;66;0;28;26
11.09.2020;Саратовская обл.;2462950;13472;8747;85;1;101;99
19.11.2020;Тюменская обл.;1498779;16409;11040;117;3;168;206
29.03.2020;Липецкая обл.;1150201;9;3;0;0;1;0
10.05.2020;Новгородская обл.;606476;497;102;5;0;28;21
23.12.2020;Ставропольский край;2800674;33130;29702;680;0;244;268
29.07.2020;Воронежская обл.;2333768;10976;8768;80;1;86;181
05.04.2021;Новосибирская обл.;2788849;39167;36351;1652;6;75;40
07.10.2020;Мурманская обл.;753557;15743;12916;228;0;133;116
21.10.2020;Владимирская обл.;1378337;8675;6332;246;0;86;40
28.12.2020;Рязанская обл.;1121474;17735;16203;148;0;141;118
16.06.2020;Астраханская обл.;1017514;2862;1807;25;1;68;105
06.03.2021;Смоленская обл.;949348;26653;25222;644;3;68;214
12.04.2020;Пензенская обл.;1331655;67;1;1;0;0;0
07.08.2020;Тыва;321722;6284;4752;60;0;26;137
29.12.2020;Ярославская обл.;1265684;21917;20533;179;2;191;189
25.03.2020;Белгородская обл.;1549876;1;0;0;0;0;0
08.06.2020;Курганская обл.;845537;306;183;0;0;18;3
25.07.2020;Еврейская АО;162014;517;439;7;0;3;0
05.11.2020;Челябинская обл.;3493036;19845;15815;165;0;175;334
20.04.2020;Карачаево-Черкессия;466305;87;1;0;0;20;0
30.11.2020;Тамбовская обл.;1033552;13206;11854;75;0;126;34
23.01.2021;Тыва;321722;15308;14119;185;0;20;35
23.06.2020;Волгоградская обл.;2521276;5622;2454;34;1;104;109
24.07.2020;ХМАО – Югра;1655074;15057;10675;117;2;196;411
07.02.2021;Сахалинская обл.;490181;20237;18137;28;0;89;183
15.08.2020;Костромская обл.;643324;2852;1981;33;1;60;27
15.06.2020;Чувашия;1231117;4112;2197;18;0;79;41
14.06.2020;Пермский край;2623122;2687;1749;38;0;107;44
16.02.2021;Ивановская обл.;1014646;29258;26764;862;6;141;81
22.10.2020;Татарстан;3894284;7991;6848;104;0;48;45
12.04.2021;Ставропольский край;2800674;51485;48494;1273;3;46;29
14.02.2021;Чечня;1436981;11127;10390;110;0;13;23
28.04.2021;Коми;840873;43192;41963;896;4;37;32
28.05.2020;Брянская обл.;1210982;3363;1893;31;0;109;109
26.08.2020;Забайкальский край;1072806;4470;4100;55;1;24;7
04.04.2020;Чукотский АО;49348;0;0;0;0;0;0
25.04.2020;Приморский край;1913037;254;32;2;0;34;9
21.08.2020;Калужская обл.;1012156;7759;6537;60;0;31;25
27.04.2021;Алтай;218063;16797;16500;232;2;1;3
30.03.2021;Белгородская обл.;1549876;34195;31899;559;3;89;74
12.12.2020;Ростовская обл.;4220452;44297;35701;1626;27;376;166
13.10.2020;Амурская обл.;798424;4887;4340;57;0;54;40
02.04.2020;Смоленская обл.;949348;1;0;0;0;0;0
12.03.2021;Пензенская обл.;1331655;39945;36150;465;3;120;147
11.12.2020;Архангельская обл.;1111031;35591;26054;375;17;407;631
02.04.2021;Чукотский АО;49348;734;695;5;0;1;0
27.02.2021;Московская обл.;7503385;213344;174178;4627;31;558;504
01.11.2020;Иркутская обл.;2404195;24549;20527;430;6;238;48
22.04.2020;Кабардино-Балкария;865828;193;11;1;0;23;3
23.05.2020;Хабаровский край;1328302;1572;678;10;1;63;23
19.04.2021;Ульяновская обл.;1246618;52493;49637;1099;7;84;123
06.04.2021;Ленинградская обл.;1813816;40431;37813;997;14;94;82
07.09.2020;Кировская обл.;1283238;7002;5172;98;0;62;0
19.04.2021;Псковская обл.;636546;35540;25178;307;4;69;126
11.04.2021;Крым;1913731;38583;36048;1124;3;94;7
28.10.2020;Курская обл.;1115237;10531;7885;82;3;120;82
30.03.2021;Севастополь;436670;13184;12192;561;0;46;35
16.07.2020;Чечня;1436981;1878;1294;28;0;15;19
28.06.2020;Санкт-Петербург;5351935;23735;16809;1086;21;217;598
10.01.2021;Чувашия;1231117;17364;15694;633;11;89;78
28.09.2020;Нижегородская обл.;3234752;32056;27938;571;3;165;6
06.10.2020;Красноярский край;2876497;20724;15657;562;1;137;80
13.02.2021;Ненецкий АО;43997;977;857;3;1;8;1
24.12.2020;Омская обл.;1960081;28379;25754;820;8;240;237
04.01.2021;Томская обл.;1078280;25071;20873;218;0;149;211
12.08.2020;Самарская обл.;3193514;7372;5582;111;1;52;64
26.06.2020;Свердловская обл.;4325256;11877;6786;85;3;193;290
26.04.2021;Карелия;622484;45555;43634;458;2;38;61
07.04.2020;Севастополь;436670;5;0;0;0;0;0
24.01.2021;Краснодарский край;5603420;32345;22866;1335;20;192;242
28.03.2020;Карелия;622484;0;0;0;0;0;0
05.04.2020;Волгоградская обл.;2521276;8;1;0;0;0;0
13.08.2020;Ульяновская обл.;1246618;10440;7457;73;0;94;73
25.07.2020;Ленинградская обл.;1813816;5626;4451;56;6;43;14
12.06.2020;Пермский край;2623122;2506;1689;38;6;72;55
13.12.2020;Коми;840873;25211;21591;459;7;398;339
26.08.2020;Курганская обл.;845537;2870;2468;17;0;24;34
02.09.2020;Крым;1913731;2511;1720;31;0;58;22
16.03.2021;Санкт-Петербург;5351935;382434;331126;11743;42;916;1174
24.12.2020;Оренбургская обл.;1977720;27488;24008;311;6;178;163
22.07.2020;ХМАО – Югра;1655074;14663;9952;112;6;221;505
16.01.2021;Кемеровская обл.;2694877;27704;24923;498;3;114;134
27.07.2020;Еврейская АО;162014;523;446;8;0;3;0
12.12.2020;Алтай;218063;12328;11871;52;1;103;106
18.05.2020;Ингушетия;488043;1515;359;35;0;35;6
02.03.2021;Свердловская обл.;4325256;78022;71009;2397;10;153;164
13.06.2020;Калмыкия;275413;1247;804;18;0;14;28
26.11.2020;Крым;1913731;14468;10565;262;6;231;353
23.05.2020;Саратовская обл.;2462950;2321;699;18;2;98;60
04.04.2020;Северная Осетия;701765;5;0;0;0;1;0
13.09.2020;Карачаево-Черкессия;466305;5899;4591;28;0;59;3
30.12.2020;Рязанская обл.;1121474;18019;16470;156;4;141;138
10.04.2020;Камчатский край;315557;5;0;0;0;0;0
18.09.2020;Алтай;218063;2746;2214;12;0;65;38
27.03.2020;Липецкая обл.;1150201;5;3;0;0;0;0
22.06.2020;Мордовия;805056;3040;1862;23;0;54;4
21.11.2020;Тюменская обл.;1498779;16753;11484;122;5;173;226
16.07.2020;Белгородская обл.;1549876;5319;4807;42;0;48;120
20.07.2020;Калининградская обл.;994599;2718;1932;43;0;13;0
02.07.2020;Пензенская обл.;1331655;5118;4869;43;1;73;0
22.12.2020;Башкортостан;4063293;17580;13846;126;1;162;134
10.07.2020;Саха (Якутия);964330;4710;3999;35;1;54;116
18.01.2021;Хакасия;537513;19391;17219;339;7;114;55
29.04.2020;Владимирская обл.;1378337;634;32;5;0;37;21
17.05.2020;Мурманская обл.;753557;2654;1282;6;0;10;545
03.09.2020;Астраханская обл.;1017514;5809;5523;75;0;38;78
02.10.2020;Новгородская обл.;606476;5358;3795;86;0;55;10
17.09.2020;Коми;840873;7292;6273;93;1;69;67
09.03.2021;Липецкая обл.;1150201;25591;22161;457;2;98;77
03.11.2020;Магаданская обл.;144091;4479;3288;38;0;48;45
05.04.2020;Севастополь;436670;5;0;0;0;0;0
10.08.2020;Самарская обл.;3193514;7272;5472;107;0;50;23
02.01.2021;Томская обл.;1078280;24763;20486;218;0;163;187
22.11.2020;Карелия;622484;12129;6561;87;4;360;35
05.03.2021;Волгоградская обл.;2521276;50219;48042;806;6;154;150
13.10.2020;Москва;12506468;339431;264500;5687;58;4618;1750
11.02.2021;Ненецкий АО;43997;961;851;2;0;8;9
26.12.2020;Омская обл.;1960081;28866;26235;834;6;243;242
19.09.2020;Марий Эл;682333;4612;4075;47;1;22;12
11.09.2020;Хабаровский край;1328302;10782;8703;95;0;77;112
16.10.2020;Кабардино-Балкария;865828;8739;6870;110;0;83;41
03.02.2021;Ямало-Ненецкий АО;538547;35803;32250;382;1;62;185
26.10.2020;Курская обл.;1115237;10294;7767;77;0;112;229
01.04.2021;Севастополь;436670;13261;12232;564;2;33;22
21.04.2021;Псковская обл.;636546;35644;25465;313;4;55;149
06.04.2020;Свердловская обл.;4325256;44;13;0;0;4;0
09.09.2020;Кировская обл.;1283238;7125;5252;100;0;60;65
14.05.2020;Красноярский край;2876497;1542;458;15;0;21;33
23.06.2020;Удмуртия;1513044;1272;884;15;0;18;36
06.05.2020;Нижегородская обл.;3234752;3298;422;16;0;272;24
14.01.2021;Ингушетия;488043;13127;11233;149;0;69;60
08.04.2020;Санкт-Петербург;5351935;329;32;2;0;34;0
30.10.2020;Иркутская обл.;2404195;24081;20243;414;8;232;215
17.10.2020;Приморский край;1913037;13218;11149;129;3;108;70
14.03.2021;Камчатский край;315557;13849;12671;161;4;19;15
31.03.2021;Чукотский АО;49348;733;691;5;0;4;0
08.01.2021;Калмыкия;275413;15534;13036;208;0;90;171
08.06.2020;Забайкальский край;1072806;1551;862;29;2;80;25
18.11.2020;Вологодская обл.;1176689;9319;7934;74;0;168;257
04.03.2021;Северная Осетия;701765;15812;14423;157;0;25;45
15.10.2020;Амурская обл.;798424;5007;4448;60;3;62;58
19.08.2020;Калужская обл.;1012156;7702;6465;60;0;23;25
06.04.2020;Чукотский АО;49348;0;0;0;0;0;0
22.06.2020;Смоленская обл.;949348;4252;1869;59;0;44;1
18.04.2021;Воронежская обл.;2333768;78572;73544;2554;11;176;225
26.07.2020;Новосибирская обл.;2788849;8826;6769;200;4;109;42
26.05.2020;Брянская обл.;1210982;3156;1681;31;0;99;100
06.10.2020;Адыгея;453376;4308;3628;35;0;42;26
22.05.2020;Хакасия;537513;747;394;10;0;23;28
19.08.2020;Бурятия;984511;4699;4098;42;0;36;48
01.09.2020;Дагестан;3063885;11073;9697;499;2;74;47
08.04.2020;Камчатский край;315557;2;0;0;0;0;0
13.08.2020;Удмуртия;1513044;2681;2236;34;0;27;29
11.08.2020;Орловская обл.;747247;6068;4686;95;1;52;47
31.01.2021;Ингушетия;488043;13957;12149;160;0;42;73
06.04.2020;Северная Осетия;701765;8;0;0;0;3;0
08.10.2020;Тульская обл.;1491855;10489;9475;385;1;49;45
27.08.2020;Калининградская обл.;994599;3348;2750;58;0;18;47
25.05.2020;Саратовская обл.;2462950;2516;785;22;2;98;24
04.10.2020;Новгородская обл.;606476;5473;3827;86;0;58;5
08.10.2020;Марий Эл;682333;5064;4378;55;3;30;17
05.11.2020;Магаданская обл.;144091;4576;3365;39;1;49;33
17.11.2020;Чукотский АО;49348;300;244;3;0;9;4
29.08.2020;Москва;12506468;261038;212301;4798;12;677;1393
01.05.2020;Владимирская обл.;1378337;715;37;7;2;46;5
15.05.2020;Мурманская обл.;753557;2551;489;6;0;59;41
05.09.2020;Астраханская обл.;1017514;5894;5630;79;2;50;48
04.07.2020;Пензенская обл.;1331655;5268;4910;46;2;75;21
06.01.2021;Брянская обл.;1210982;24341;21972;218;0;199;129
13.09.2020;Алтайский край;2350080;12528;11239;143;2;62;30
01.07.2020;Карачаево-Черкессия;466305;3599;1491;13;1;79;39
11.12.2020;Карелия;622484;20068;12654;123;2;427;373
14.07.2020;Белгородская обл.;1549876;5227;4596;42;0;51;13
03.07.2020;Бурятия;984511;3034;2112;21;2;43;53
28.08.2020;Курганская обл.;845537;2914;2540;17;0;23;51
09.05.2020;Хакасия;537513;403;94;8;0;36;44
20.12.2020;Псковская обл.;636546;18829;9699;93;1;395;51
21.09.2020;Адыгея;453376;3824;3285;31;0;25;15
13.03.2021;Курская обл.;1115237;32237;28965;501;3;107;112
14.11.2020;Севастополь;436670;3412;2578;94;4;54;110
